,O,D,f,r,tol
2122,POINT (914425.9955296698 6294608.1253713295),POINT (917797.4859840523 6298047.2605278455),0.002588417919461833,10000.0,0.2
2123,POINT (893551.0913407032 6286670.644332873),POINT (894047.8833198063 6284605.755941765),0.0011578042274655817,10000.0,0.2
2124,POINT (912411.093836788 6296867.043543691),POINT (911537.2699018971 6295558.7805798),0.003009786450533128,10000.0,0.2
2125,POINT (905716.5098289666 6277423.035380375),POINT (905852.8178180006 6272112.963496539),0.0006278397440932362,10000.0,0.2
2126,POINT (905273.4082370773 6295156.559177606),POINT (902600.2989183916 6291484.6449781675),0.0009093976670491309,10000.0,0.2
2127,POINT (898767.4818063807 6300085.010199621),POINT (906829.2428101699 6292205.878027745),0.0007755077020137617,10000.0,0.2
2128,POINT (909181.1437947948 6288526.142559666),POINT (910898.8379840946 6292360.923408658),0.0027722288987231643,10000.0,0.2
2129,POINT (903760.4287412853 6294662.014015841),POINT (907679.579996288 6292054.861021433),0.0011028963163676696,10000.0,0.2
2130,POINT (913029.3540196029 6286953.700058164),POINT (911917.7867478415 6278047.648803877),0.0009526984878582144,10000.0,0.2
2131,POINT (912385.9329728317 6291472.636035404),POINT (915125.3656736363 6290872.651909422),0.002858979046089746,10000.0,0.2
2132,POINT (901418.2987002768 6279089.193956338),POINT (903986.3425693982 6282799.838019909),0.0008170837699109892,10000.0,0.2
2133,POINT (902008.1014424291 6279518.54528632),POINT (903877.3662926259 6281169.101591696),0.0009459365671459738,10000.0,0.2
2134,POINT (911329.2699792596 6293120.267729165),POINT (911933.1734451005 6296563.491307583),0.004061417774018915,10000.0,0.2
2135,POINT (911026.6024110876 6297123.116556407),POINT (910252.1743420021 6297274.209594987),0.002273505089732543,10000.0,0.2
2136,POINT (897928.9979092081 6298222.610749921),POINT (904846.3689229649 6292729.917576047),0.000614013596806649,10000.0,0.2
2137,POINT (912501.0640182229 6287048.508697301),POINT (901706.7886931692 6295698.76157758),0.0010262458907560723,10000.0,0.2
2138,POINT (909696.3391437747 6290103.393659035),POINT (904485.3757521699 6293560.029978564),0.003658803958339609,10000.0,0.2
2139,POINT (913562.7809740256 6292393.052103387),POINT (913424.670495888 6294648.426090248),0.002501439619633559,10000.0,0.2
2140,POINT (912716.8088635716 6276587.822871154),POINT (912152.5137918851 6278606.037760792),0.0011752482596879509,10000.0,0.2
2141,POINT (899283.8094747711 6289533.324994526),POINT (900109.3650084105 6289350.107440079),0.0008067051033887185,10000.0,0.2
2142,POINT (913084.2279289297 6278411.998779155),POINT (904486.4045779242 6285522.20639891),0.0010133969211832635,10000.0,0.2
2143,POINT (910115.8113714706 6280146.6281449525),POINT (909263.0531020348 6279973.30379682),0.0014753165941000287,10000.0,0.2
2144,POINT (910218.6799666609 6290169.510881182),POINT (907978.1866553479 6290913.229417417),0.0034398676135462044,10000.0,0.2
2145,POINT (908150.0231626115 6286159.958912866),POINT (903755.9026585289 6291203.590050558),0.0014409747495161566,10000.0,0.2
2146,POINT (905511.0776091713 6291200.914701063),POINT (911119.2325997276 6282558.56619477),0.0034007902045620165,10000.0,0.2
2147,POINT (911649.4089367159 6296910.532996346),POINT (911830.6513974157 6297337.088315679),0.0028599121141266895,10000.0,0.2
2148,POINT (908869.3971068983 6292709.557646165),POINT (911431.2581825154 6280677.472492655),0.004401074614595734,10000.0,0.2
2149,POINT (904079.2988181864 6290955.108557391),POINT (903446.9985563895 6295406.576123435),0.003246957414246501,10000.0,0.2
2150,POINT (904789.4807445838 6292614.804768924),POINT (906512.6806807828 6292124.340695171),0.002788053941816082,10000.0,0.2
2151,POINT (895458.4680181451 6300535.327943082),POINT (897368.6260705148 6300018.760355828),0.0007598258482492494,10000.0,0.2
2152,POINT (908388.9353529515 6287505.3115526885),POINT (908225.5365429719 6287645.2193240505),0.0019761150662488142,10000.0,0.2
2153,POINT (914391.3702737016 6293035.077057816),POINT (918380.9340677573 6298134.003669931),0.0021169008442516964,10000.0,0.2
2154,POINT (911537.2699018971 6295558.7805798),POINT (910945.3151468489 6294141.43569243),0.004012221313272136,10000.0,0.2
2155,POINT (913431.4730668602 6298085.59029975),POINT (909532.7170504881 6275885.023667147),0.0016277127188574696,10000.0,0.2
2156,POINT (912470.4296173379 6296999.591655532),POINT (907502.653144087 6293417.229272742),0.0028636095083962687,10000.0,0.2
2157,POINT (907537.3849697635 6292691.238230606),POINT (901657.3697579042 6290280.958351878),0.003533760363761589,10000.0,0.2
2158,POINT (909031.254213868 6281634.953011567),POINT (904004.4068125389 6278056.69372431),0.0016812153374099917,10000.0,0.2
2159,POINT (892725.8425723424 6283277.290981641),POINT (890537.7094932867 6284969.605372811),0.001253628435973598,10000.0,0.2
2160,POINT (900863.2926228691 6283766.951320004),POINT (902105.9727098963 6285994.688889761),0.00071329458571233,10000.0,0.2
2161,POINT (899730.4788165151 6294799.573684675),POINT (899816.313241503 6294803.141945771),0.0005900243416824582,10000.0,0.2
2162,POINT (899755.0241147445 6303738.3140043),POINT (909403.9413408441 6283333.813458504),0.00019408740492246566,10000.0,0.2
2163,POINT (909792.7154707981 6274268.360202516),POINT (910586.2462286805 6272535.392195278),0.0013919074207958883,10000.0,0.2
2164,POINT (910691.1426026856 6294051.7627463415),POINT (911384.8498338158 6298327.688658047),0.00432281985364834,10000.0,0.2
2165,POINT (895887.0352071889 6299777.2024207525),POINT (897500.3938053447 6299658.998159321),0.0008566015047537052,10000.0,0.2
2166,POINT (910528.1733525364 6295426.418040102),POINT (914308.2883486892 6294913.478432966),0.0034493989801755434,10000.0,0.2
2167,POINT (906977.9657880126 6290721.726243569),POINT (906814.562734808 6289466.347802473),0.003350140991106974,10000.0,0.2
2168,POINT (910831.0688243117 6295745.58720969),POINT (917794.8591783182 6295847.566129932),0.003443165991154738,10000.0,0.2
2169,POINT (912998.0825007944 6275105.335443696),POINT (912459.9871298154 6283158.743056821),0.0008813390622459381,10000.0,0.2
2170,POINT (904153.1841498604 6285989.021911514),POINT (902800.1457107984 6279215.741283435),0.0018192601039973423,10000.0,0.2
2171,POINT (900653.8227795028 6287511.065660505),POINT (909551.7559250374 6284660.879070367),0.0006572355765759301,10000.0,0.2
2172,POINT (897857.6030401662 6271218.436402623),POINT (901686.4323156269 6278953.738104675),0.0006097981933940844,10000.0,0.2
2173,POINT (905305.4146604736 6296526.369185802),POINT (901945.7011800731 6299668.800812537),0.000773388164695712,10000.0,0.2
2174,POINT (907738.1207046176 6289412.410147893),POINT (906703.591352229 6292075.673177709),0.0030837516789288255,10000.0,0.2
2175,POINT (916743.506121658 6297345.907904712),POINT (914210.6747267086 6296610.068805851),0.00113071489927247,10000.0,0.2
2176,POINT (901359.7593377884 6290159.209276555),POINT (915793.8788590245 6296980.2584675215),0.0013094523148791224,10000.0,0.2
2177,POINT (904473.5198682495 6289284.218237584),POINT (911441.5651888442 6277121.940863211),0.0022951973968897907,10000.0,0.2
2178,POINT (910464.152437591 6295790.8678529365),POINT (909492.9510574425 6295596.60961044),0.0030720092246541387,10000.0,0.2
2179,POINT (909100.7158299605 6289439.938668783),POINT (909333.0908927536 6287596.663892131),0.0034755905002904187,10000.0,0.2
2180,POINT (899007.821897151 6293363.437888611),POINT (900615.318549959 6276217.990961358),0.0006628500735330997,10000.0,0.2
2181,POINT (908896.7309190546 6282121.406895136),POINT (905179.6354121147 6280271.801483816),0.0017959916846561554,10000.0,0.2
2182,POINT (909850.2662562493 6292412.517887241),POINT (909762.7601250579 6292382.957421573),0.004300830425493943,10000.0,0.2
2183,POINT (904666.1225553845 6291396.2793836435),POINT (910914.323155174 6295855.174887463),0.003490878043507077,10000.0,0.2
2184,POINT (896935.8077271278 6299458.321227983),POINT (896703.7813654664 6301037.843069095),0.0009987780097819293,10000.0,0.2
2185,POINT (907992.8567170334 6291883.720471323),POINT (907394.5911402163 6290268.154649039),0.004052911047683482,10000.0,0.2
2186,POINT (903684.2369185822 6284268.259648115),POINT (905831.194970916 6284337.54487545),0.0017289408758401359,10000.0,0.2
2187,POINT (908068.0124549146 6293133.185196526),POINT (895590.8667083977 6296658.569588011),0.003697955835653702,10000.0,0.2
2188,POINT (901215.15992556 6289635.292865671),POINT (897751.2368969265 6289450.431614129),0.0011733362509023738,10000.0,0.2
2189,POINT (907716.0503777161 6274560.537034387),POINT (908894.6477519537 6282126.043256484),0.0006555550045326683,10000.0,0.2
2190,POINT (891613.5828228784 6280975.113612692),POINT (895023.746803866 6286223.695854182),0.0007826955045556181,10000.0,0.2
2191,POINT (901305.898291961 6286361.5934129115),POINT (903208.9132870709 6290130.49854595),0.0007580279813504428,10000.0,0.2
2192,POINT (908861.3447265169 6292312.652711796),POINT (912951.2377705968 6290264.824060896),0.004397335973332885,10000.0,0.2
2193,POINT (903153.4677810427 6278071.444568181),POINT (897378.5265264139 6283974.869057149),0.0007373269491123056,10000.0,0.2
2194,POINT (906820.4303575391 6274268.857694913),POINT (904335.3664865971 6288138.80104754),0.00042352694926102945,10000.0,0.2
2195,POINT (905047.0670536286 6289031.786385453),POINT (900583.8930065632 6279269.53329998),0.002175911240222098,10000.0,0.2
2196,POINT (904607.0421561268 6275653.16264824),POINT (905740.4140590756 6276158.827035794),0.00031891002423236546,10000.0,0.2
2197,POINT (897412.9827873344 6295853.518526802),POINT (896741.9476763685 6300320.298222885),0.00039161761921517846,10000.0,0.2
2198,POINT (904907.2453513795 6287772.56969773),POINT (897020.4173096429 6287970.206995449),0.0017333160567810394,10000.0,0.2
2199,POINT (905197.5933400195 6294342.15880944),POINT (910160.3635709018 6270952.525749354),0.001250166859817639,10000.0,0.2
2200,POINT (913771.935319971 6296906.361208739),POINT (910504.7963104632 6297511.995462563),0.0027293318699856553,10000.0,0.2
2201,POINT (911834.1615447132 6274937.581122598),POINT (912341.5015399114 6274615.598201804),0.0013772707013543462,10000.0,0.2
2202,POINT (892223.1104264846 6281713.775970996),POINT (893317.4732396783 6282448.930050886),0.0009567210300363269,10000.0,0.2
2203,POINT (898404.8276076082 6275177.909034025),POINT (902224.7479271798 6292768.6028338205),0.0012849216017230566,10000.0,0.2
2204,POINT (914203.2907545842 6296605.477641842),POINT (912713.0033892764 6295030.744038116),0.0027735132677445293,10000.0,0.2
2205,POINT (892207.1544131094 6282575.984317455),POINT (907220.1364805482 6277599.19396911),0.0011469594634856757,10000.0,0.2
2206,POINT (904187.4686673114 6282858.922706157),POINT (902936.9494727578 6282462.807173386),0.001362631773606517,10000.0,0.2
2207,POINT (909326.0318247394 6289127.868045384),POINT (913007.3775414389 6288876.216093293),0.0032296029261525494,10000.0,0.2
2208,POINT (896935.8077271278 6299458.321227983),POINT (907694.7987169295 6292134.758368198),0.0009987780097819293,10000.0,0.2
2209,POINT (908687.6522625777 6287746.91377854),POINT (910905.8909162288 6289321.946049424),0.0021681889247748398,10000.0,0.2
2210,POINT (910506.5602928733 6273077.397186976),POINT (909410.1074759818 6273128.538856382),0.0015264501400995725,10000.0,0.2
2211,POINT (904915.9884414966 6291225.799135396),POINT (908847.2997094311 6290684.3448593365),0.003498826244244078,10000.0,0.2
2212,POINT (909804.1208123696 6295225.912221583),POINT (913609.3079022716 6296711.536969376),0.002979488843863387,10000.0,0.2
2213,POINT (910376.9654649785 6289496.047720671),POINT (909493.3905077123 6288916.486149814),0.0030914080172168,10000.0,0.2
2214,POINT (903120.2202580774 6287196.712939415),POINT (903729.287546912 6286682.332101276),0.0013292944328076436,10000.0,0.2
2215,POINT (912238.2097536102 6293411.926959781),POINT (918312.3112070889 6296146.348620668),0.003803391831522472,10000.0,0.2
2216,POINT (897705.8414272824 6283457.25750206),POINT (899363.6026940199 6288076.884227786),0.0008423999922919182,10000.0,0.2
2217,POINT (910271.1708981275 6290890.486777686),POINT (908210.9171782548 6288560.214197928),0.003594827823857434,10000.0,0.2
2218,POINT (909709.2937208625 6292558.144258501),POINT (910905.4104163477 6291634.518791165),0.004384542780164997,10000.0,0.2
2219,POINT (910486.0080713346 6279556.681411404),POINT (911058.3821164079 6277656.465887241),0.0015352781764803136,10000.0,0.2
2220,POINT (905964.325044418 6272142.107368197),POINT (905716.5098289666 6277423.035380375),0.0003936020723909866,10000.0,0.2
2221,POINT (890720.3303076441 6285091.452096129),POINT (894171.6779106425 6284037.256873695),0.000557607506418396,10000.0,0.2
2222,POINT (910213.9116628078 6293934.34144729),POINT (907699.0066054402 6275897.134844413),0.004275428968625451,10000.0,0.2
2223,POINT (901305.898291961 6286361.5934129115),POINT (903208.9132870709 6290130.49854595),0.0007580279813504428,10000.0,0.2
2224,POINT (899382.8974626933 6271278.796194231),POINT (898122.3703317253 6275941.287001896),0.0006561696586452424,10000.0,0.2
2225,POINT (911408.7416841101 6292749.8996018935),POINT (907664.1569303256 6293403.879940306),0.003835482025800408,10000.0,0.2
2226,POINT (909568.3403467607 6292525.652958718),POINT (908932.7033113781 6294191.019716011),0.004408769728925435,10000.0,0.2
2227,POINT (909877.261072794 6289074.899335314),POINT (904636.0888825255 6296928.762222373),0.003034969226994035,10000.0,0.2
2228,POINT (896108.3598810714 6287652.282141045),POINT (898071.5365880954 6285830.993375893),0.0010496633513855614,10000.0,0.2
2229,POINT (902751.4830981641 6280943.389895275),POINT (901444.9400829872 6290257.126060106),0.001165831113826576,10000.0,0.2
2230,POINT (905571.3869449316 6277876.979207125),POINT (905435.8011982578 6277958.0959315095),0.0007082554772483202,10000.0,0.2
2231,POINT (901637.1630722417 6290131.121046457),POINT (902334.2178813907 6290984.801227745),0.001402399253931593,10000.0,0.2
2232,POINT (890895.3326565585 6283393.394576607),POINT (890463.224633708 6283393.352901618),0.0009441607747548285,10000.0,0.2
2233,POINT (906062.166735471 6277625.240142226),POINT (908765.5505893985 6282531.4013524335),0.0006879361153383935,10000.0,0.2
2234,POINT (901917.9687385298 6291235.135587934),POINT (905142.6532688707 6298008.267012844),0.0015022859130184338,10000.0,0.2
2235,POINT (908380.9613367344 6286955.877333146),POINT (890962.6026048323 6283658.360504407),0.0016957607425429784,10000.0,0.2
2236,POINT (911640.7890654628 6297991.79399148),POINT (911537.2699018971 6295558.7805798),0.0016415916447220355,10000.0,0.2
2237,POINT (905333.9479399676 6290637.707970428),POINT (906907.4263115444 6292612.263612544),0.003248255123120098,10000.0,0.2
2238,POINT (913072.5315953498 6297117.352215713),POINT (910859.8469091279 6293169.480431063),0.0026615472297234306,10000.0,0.2
2239,POINT (895242.5768039101 6298506.641833458),POINT (909070.2641289787 6291605.674246183),0.0004144488016524956,10000.0,0.2
2240,POINT (914411.0753907978 6296687.30662637),POINT (914598.5017993762 6295374.894789269),0.002646076220097281,10000.0,0.2
2241,POINT (911143.2968841874 6291155.643169941),POINT (909387.2755333881 6293787.94689526),0.003246455661896659,10000.0,0.2
2242,POINT (906864.3804285639 6295283.880990829),POINT (900006.8830646595 6299927.192606284),0.0007475352848320038,10000.0,0.2
2243,POINT (898865.0193393438 6293122.868846024),POINT (894680.2065333095 6286633.359863635),0.0006713695013200859,10000.0,0.2
2244,POINT (907845.4036278597 6290325.8642840665),POINT (908489.7839112631 6289195.321070631),0.00359304139698276,10000.0,0.2
2245,POINT (899049.7968014848 6286353.26429708),POINT (914138.5303390762 6292697.453033658),0.0005370921144847606,10000.0,0.2
2246,POINT (898854.4928091126 6299526.659923287),POINT (896573.1050320052 6301670.9299084935),0.0006884117934699035,10000.0,0.2
2247,POINT (913132.801644607 6287139.886334613),POINT (910687.5926840573 6294062.504498118),0.0009668474431310483,10000.0,0.2
2248,POINT (903322.4415211378 6301674.853897484),POINT (902909.0292370575 6300402.851434998),0.0005208239463624379,10000.0,0.2
2249,POINT (902772.2985247415 6300451.3784066755),POINT (906818.4191650909 6294319.731423674),0.0007143684586708962,10000.0,0.2
2250,POINT (913743.6162393994 6297739.917505199),POINT (909222.74279449 6295688.985343824),0.001979622397195858,10000.0,0.2
2251,POINT (907346.1626846356 6290065.752159135),POINT (904313.6724064761 6294031.517421909),0.003228547709226626,10000.0,0.2
